scorer,,,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180,DLC_HrnetW32_Sleap_Rat_testOct2shuffle1_snapshot_best-180
bodyparts,,,head,head,head,nose,nose,nose,spine1,spine1,spine1,spine2,spine2,spine2,spine3,spine3,spine3,tailbase,tailbase,tailbase,tail1,tail1,tail1,tail2,tail2,tail2,tail_tip,tail_tip,tail_tip,L_hip,L_hip,L_hip,L_backpaw,L_backpaw,L_backpaw,R_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_shoulder,R_hip,R_hip,R_hip,R_knee,R_knee,R_knee,L_knee,L_knee,L_knee,L_frontpaw,L_frontpaw,L_frontpaw
coords,,,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data,Camera4_stitched - Trim,img1136.png,718.7691,349.03833,0.42539495,751.8596,480.55676,0.049787674,678.3758,337.65155,0.2567499,604.45465,308.33615,0.22195758,529.10065,392.67508,0.190885,494.9767,497.24402,0.1843817,571.87524,549.70605,0.07735356,695.3497,336.27954,0.04563234,638.6035,59.672234,0.032097615,611.6449,428.97598,0.04513714,623.46844,515.52527,0.09362914,621.347,518.35767,0.24719897,594.6102,438.52036,0.033417657,713.2027,488.6368,0.12729692,681.2982,402.994,0.09209165,598.1851,432.8301,0.16312772,592.3716,503.03284,0.15115874,707.4321,483.5905,0.05862408,716.75226,487.82523,0.067628555
labeled-data,Camera4_stitched - Trim,img0994.png,736.3259,373.85757,0.22705501,809.09766,525.5371,0.055036034,707.9031,348.90942,0.2707957,626.79584,304.14032,0.2449343,539.417,398.68866,0.16913381,479.93597,454.01273,0.34721348,384.35376,457.56616,0.18188523,361.0966,468.33377,0.10062218,359.63528,467.0549,0.041016843,700.77277,433.229,0.047580034,650.30524,495.98776,0.1062022,647.9258,501.40424,0.3058025,698.7648,437.5979,0.02669536,739.2563,519.89014,0.106041916,697.38727,432.54642,0.12300568,611.6808,432.28494,0.12143539,609.3394,501.95355,0.1664126,736.814,515.23584,0.0497607,748.569,519.98303,0.053304937
labeled-data,Camera4_stitched - Trim,img1402.png,787.4826,371.19382,0.33967903,882.6047,490.70547,0.05704083,747.8286,356.32138,0.25623408,667.3749,311.22208,0.21381113,594.7971,383.13824,0.10634621,593.61346,449.2759,0.13814394,559.1925,426.07474,0.062066432,549.148,425.9635,0.057365492,195.3641,610.0617,0.04105252,739.43036,438.66077,0.045669347,650.44727,496.49872,0.08855945,650.0424,499.1532,0.25998825,738.82495,445.60934,0.025513403,786.9801,498.22266,0.1140868,739.0632,443.02756,0.11864428,644.8591,416.75378,0.14113986,638.84344,476.74194,0.16567197,636.46405,477.18298,0.06360406,798.5132,498.29086,0.048828512
labeled-data,Camera4_stitched - Trim,img1042.png,778.65826,359.52164,0.26821023,886.57886,505.52386,0.06364363,734.92053,342.13028,0.24352156,644.5416,313.7669,0.2607678,561.088,399.03363,0.1717553,503.60593,446.06158,0.3620397,383.19357,441.39062,0.15315019,355.6853,459.35077,0.09884833,974.40576,624.7396,0.04588921,742.4003,437.63312,0.04151157,658.9974,488.06497,0.09817758,657.76196,490.97873,0.31221688,626.6452,430.74075,0.031023104,757.4742,499.71765,0.10129755,739.2153,442.70667,0.09522604,628.3157,423.75766,0.13985279,629.6291,478.63776,0.18505299,625.4125,478.09937,0.050934743,801.3867,494.9584,0.062651284
labeled-data,Camera4_stitched - Trim,img1426.png,642.36346,307.36957,0.07637943,196.08577,606.80365,0.049030367,498.31873,106.68379,0.07554448,640.3016,309.7013,0.17334457,571.9848,393.97556,0.15105587,642.63885,302.78452,0.1582674,864.5734,426.55875,0.099184565,858.8939,430.22812,0.08040622,194.84047,606.1007,0.038714517,720.35834,355.74667,0.04641052,668.3864,570.9966,0.0629367,664.1586,568.54877,0.11321264,668.9175,444.31827,0.025809718,747.937,431.74036,0.06567898,718.8093,354.71628,0.0923249,675.30444,439.5427,0.13231745,639.5758,556.9828,0.10892271,635.3209,558.61755,0.04800611,667.42773,567.4992,0.04744141
labeled-data,Camera4_stitched - Trim,img0509.png,740.53845,363.0117,0.32790747,765.1942,530.1612,0.046518195,701.36,344.61496,0.29376453,628.36194,303.51462,0.22063148,555.98254,377.9002,0.11368329,544.2319,427.87784,0.14142685,399.5895,452.66605,0.05879231,392.45078,454.0122,0.0519493,973.37775,626.4276,0.03135324,695.9715,442.81375,0.041931715,630.48694,496.19116,0.08185046,630.9524,497.87042,0.20812415,579.01697,412.85898,0.024745695,723.0598,544.5586,0.11490833,689.4529,434.61487,0.09939206,589.5163,410.1229,0.12845916,617.0929,483.57516,0.1275405,617.22455,483.24075,0.05837362,728.4696,543.75696,0.06136916
labeled-data,Camera4_stitched - Trim,img0375.png,758.07135,388.98965,0.29361734,497.6187,574.4131,0.054508723,721.01117,369.12323,0.33686942,659.3172,326.13782,0.18013185,588.06213,395.3816,0.16230808,554.3569,427.00598,0.27797663,484.07574,430.16544,0.18584695,455.9575,448.06046,0.11656757,497.09332,571.2338,0.04783021,695.39,471.71957,0.05153941,633.286,531.6174,0.10625133,628.8816,531.5924,0.29281488,608.9446,433.91446,0.034253057,731.4011,551.39606,0.09948478,690.6043,472.2792,0.12285677,613.48883,430.2324,0.16058664,599.36926,500.6418,0.17199677,595.7241,499.9726,0.058410067,734.8104,549.04944,0.055391196
labeled-data,Camera4_stitched - Trim,img0009.png,780.0239,353.53946,0.3716539,314.30353,502.7114,0.053135004,738.2208,337.84418,0.25578713,642.03204,304.5143,0.20719463,572.51196,408.40085,0.16859825,533.61957,492.1832,0.31905916,444.1206,503.1172,0.18145283,353.41135,493.29938,0.104316466,310.95953,501.4667,0.050854124,734.4306,419.71762,0.043287344,689.6409,518.5402,0.11689195,688.54785,522.72614,0.35878834,649.1467,443.18936,0.030932322,758.7327,500.31958,0.12044342,730.19165,425.0418,0.09920375,656.55554,431.34378,0.13858953,652.09424,509.7262,0.18679437,647.7113,509.14355,0.05565893,760.72845,499.7299,0.058382206
labeled-data,Camera4_stitched - Trim,img1069.png,519.42773,390.7567,0.0576491,190.86166,614.155,0.0455169,676.87524,348.43683,0.087093584,612.22217,349.05716,0.19326188,526.0754,386.73135,0.13569543,432.5334,434.38724,0.12039924,685.846,346.14597,0.058216523,421.26837,417.78485,0.05864093,421.22736,415.86456,0.039947852,680.99426,473.94778,0.04049236,634.7831,560.89404,0.086013965,629.2917,560.8993,0.12194306,497.8343,519.5815,0.025094783,647.3634,557.4905,0.08923455,668.93823,475.6649,0.07402575,529.7379,500.34943,0.10946674,484.0178,544.3096,0.09777699,674.5579,543.31586,0.06617052,644.05255,555.85364,0.0550212
labeled-data,Camera4_stitched - Trim,img1477.png,740.1478,352.0938,0.40651563,760.8158,499.38748,0.055692032,701.51074,333.4196,0.28123903,614.7412,294.13437,0.25334933,543.4428,388.9969,0.18890409,505.10077,490.2637,0.154469,604.0124,546.9257,0.08354587,587.9229,543.0338,0.05600344,759.1923,496.76144,0.027760128,693.9515,415.29852,0.04796043,694.36566,499.3238,0.074697115,659.3741,518.079,0.20294626,617.77356,425.70285,0.032887492,705.399,495.2334,0.12619482,689.4221,416.03217,0.10549357,626.02716,418.57404,0.16695906,507.9858,514.1784,0.13556598,501.47626,513.3519,0.05599221,706.7132,496.2186,0.06175166
labeled-data,Camera4_stitched - Trim,img0745.png,542.38544,426.09302,0.2615649,195.63168,610.57263,0.058557045,577.6718,394.95978,0.16576192,650.88275,353.58594,0.1755647,575.3603,396.10666,0.12696807,699.7682,331.61032,0.11326335,199.7633,609.3247,0.07078526,195.2816,607.537,0.055451617,194.397,608.8589,0.045723487,731.73425,412.91037,0.045048356,688.409,565.98224,0.05566421,829.5832,93.71797,0.059161596,680.5153,491.0326,0.03047659,697.38824,562.10016,0.08780408,729.83124,426.3062,0.07545193,686.74664,461.7461,0.09136819,691.50964,546.6314,0.070748046,693.9966,552.92926,0.05626833,693.3755,560.9235,0.057148684
labeled-data,Camera4_stitched - Trim,img1085.png,676.7353,354.9583,0.30531156,973.6519,625.7068,0.06304335,651.63275,338.30316,0.254064,588.28534,302.2818,0.22708997,528.025,388.61273,0.16888084,539.9684,518.14966,0.12246911,561.64886,529.09656,0.09914473,543.793,525.5694,0.067332074,973.103,623.8063,0.04814852,641.50446,411.5476,0.0487921,625.0405,494.35504,0.060161587,623.2557,494.2099,0.09979134,585.39075,434.41675,0.033752855,677.3821,478.16638,0.094011255,639.8167,411.2581,0.088682465,594.87805,422.34033,0.1636887,591.96924,482.69272,0.08436856,677.93713,484.09042,0.042363726,623.70215,488.99368,0.04491669
labeled-data,Camera4_stitched - Trim,img1449.png,754.11084,345.42572,0.3411432,193.83427,611.28876,0.053259723,717.6842,333.26306,0.2759427,640.863,302.67313,0.22011554,564.7694,386.38586,0.16408952,550.8583,507.50238,0.18823832,641.7635,519.8737,0.08912966,628.1451,521.7448,0.05087775,192.85016,609.8141,0.038709752,654.39307,420.0846,0.040198795,625.0803,519.2953,0.040776573,574.87866,520.36743,0.08085453,641.4198,424.50586,0.029014094,762.0418,487.6405,0.07500845,720.9117,402.7865,0.08406676,644.6557,417.80197,0.1626162,556.5299,514.1431,0.085044645,755.56396,489.37302,0.049026392,769.7456,487.98056,0.03960901
labeled-data,Camera4_stitched - Trim,img0230.png,739.14624,358.4249,0.39761788,706.6408,599.24756,0.07966031,689.86914,336.8648,0.24010906,596.1275,305.3069,0.23320825,516.89044,390.80197,0.22639528,493.60336,482.94138,0.15282792,711.6089,598.2533,0.086732686,703.2188,599.34326,0.060105175,706.31104,597.0253,0.06650064,603.9227,440.38223,0.04670466,630.1868,525.60693,0.10054606,628.2488,530.44696,0.29740044,594.34064,447.76874,0.030136928,721.3644,511.4696,0.10631965,694.2096,434.0349,0.086039126,598.1953,438.98123,0.15608045,597.92426,518.33014,0.17985268,592.528,518.97,0.05017117,724.49084,509.63483,0.05924541
