scorer,,,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
bodyparts,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,Camera4_stitched,img1506.png,483.7182051613991,425.7959141447884,420.208027956406,574.3307893072202,547.5061878171828,405.0324575292702,615.7877944422602,382.9386277467052,684.2158840798398,363.16889059033394,788.123556137733,438.0805005404361,786.2256242254884,416.5038298406012,,,,,714.2940444524035,469.9624593836655,666.1927936039191,539.4854173603892,,,532.3634935184164,540.2312497296396,,,,,,,,,711.1075843665417,521.4840698242188,512.1057082114986,572.6138383500868
labeled-data,Camera4_stitched,img4441.png,,,,,492.7981916966612,329.9293636510848,568.5404487709839,337.80622375534927,643.5979778838116,391.0379840602432,699.6309481913352,438.1659395755104,808.1412292827538,432.3589404082504,837.2927236117789,530.4868247397046,728.4635203534409,579.057305128374,586.3305916923505,423.0026303945207,535.9298106696242,498.7561442370713,,,450.3342247089202,381.2431013471396,,,,,,,,,582.8015942711257,484.4824429114661,443.48522684329816,459.9827414208195
labeled-data,Camera4_stitched,img5472.png,327.2114822076936,450.6550465661959,,,390.39007603877445,399.4302241782861,456.887583354857,371.5404217383559,526.7193995022715,348.2124492491862,649.9241589144267,415.1499815180841,693.4024388257569,389.2411451412186,727.3271239482458,374.0672985954117,683.7825387231541,416.5468408117687,569.6236235187419,462.3822665166439,547.9575077712448,541.9727284739315,,,432.6596850557948,514.9512487277605,,,,,,,,,574.028466329933,523.6679674175675,393.9364960603742,586.199312874582
labeled-data,Camera4_stitched,img8036.png,409.4558123903778,438.5881516950831,376.5230755097561,587.0188485093518,449.4343472302878,398.1435490162811,502.99648803882144,367.2806839909493,592.278982191449,333.2178873939599,,,,,,,,,614.911512785741,395.5915945927343,640.144977419349,469.1310181436973,,,539.5117869339816,474.2713370982686,,,,,,,,,628.5341975543436,460.9964547283977,554.446434245141,535.4537792919643
labeled-data,Camera4_stitched,img9489.png,798.0594622945284,381.3520448759567,,,737.805178583443,371.79732685837854,645.056418984671,330.83373010510417,554.1861852891318,422.0134179521245,498.27563402068256,474.853718102008,407.7092317079679,455.0941329381926,315.7552009826274,430.208148718236,350.7345200690941,450.3299237161891,,,,,691.7824999365212,529.9079065228574,,,830.8395285274728,535.2065832685785,774.2765342409481,445.32926631207965,648.4214074540778,442.0382519712618,657.672116647831,520.6735180392009,,,,
labeled-data,Camera4_stitched,img9493.png,780.9243186319358,371.2499171360011,,,735.4481898838809,355.9288635253906,646.668827607956,336.5533228977198,561.2680926008612,425.5230298998647,500.9937111532203,474.6993015711973,404.1249606224798,460.4005039209737,315.49165538985795,434.5828180299735,,,,,,,694.4448713461636,528.3534923407694,,,860.9818016286605,497.8787706385485,800.9785593411355,449.8737502299157,666.4707006397979,428.8997210283308,663.13976760841,514.6334756027117,,,800.5697657941038,501.40585707995126
labeled-data,Camera4_stitched,img9498.png,776.4511913240032,364.9271972340428,,,731.8512573242188,355.2313232421875,649.4017272452251,340.69273831398675,574.2101440429688,416.942138671875,502.9642891323703,473.2804784967035,435.8466676573898,469.5862493367858,310.8499539737504,428.8488219001508,,,,,,,687.8869486867902,528.664297318486,,,840.9711202078707,501.6929520623276,803.0770178584427,420.0857371659007,665.9415283203125,448.0915222167969,661.9933915078632,520.7248490154477,,,,
labeled-data,Camera4_stitched,img11089.png,770.3799438476562,354.23895263671875,,,731.5643920898438,346.8128662109375,645.7331823613525,296.9444938686618,557.4776691477192,395.67547362111816,514.1801147460938,453.2721862792969,444.915293586084,449.8459049614024,423.43378037853785,423.3008255155282,513.3531284401074,426.806049880776,,,,,692.6016913989614,507.40513335729554,,,789.484998571501,507.1177222555456,738.633799971379,418.9620788076216,639.4678344726562,420.09173583984375,657.8328954103551,495.1837449181313,,,,
