scorer,,,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
bodyparts,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,ai8,img002.png,819.1046372491799,346.21950528049297,1003.5302535524928,290.4838001969638,725.4377360499714,349.5921594219988,629.4851337756436,367.2925828574525,555.0545477234696,442.161070013628,493.1381406850347,538.8708488047828,396.6527782388546,527.6015467465471,363.2359165507,479.9676558924028,438.07963848624,451.16448090303766,,,,,708.2533798233725,630.4807351110916,,,865.9354713784949,619.9027742714006,836.2917481760945,541.2612135398363,668.8669050771433,519.7320865192471,631.4854296319969,610.1420837584807,,,,
labeled-data,ai8,img005.png,825.9521454795346,333.28532306760064,1015.703601517568,250.92041931046973,733.0460785281432,345.0271539350956,637.8543105016327,366.5317486096353,559.6195532103727,443.6827385092624,496.9423119241207,530.5016720787937,402.7394522213922,522.2757070118267,363.2359165507,476.5318871085237,436.7912251922853,449.8760676090831,,,701.434086998663,574.7856997525915,697.3436836900371,623.2076043555347,,,,,849.6979045519154,469.1626491105516,679.2538016116455,518.8288781249425,628.7758044490834,603.3680208011967,,,972.252431102508,408.6858860620261
labeled-data,ai8,img006.png,828.5111018578249,314.0241535703434,1018.6198202746182,239.4967738152889,752.7050334255327,339.54183961545186,655.2006612598589,360.29052680133935,575.0734176675348,420.9384013137697,498.4271398325584,528.7921780050219,403.9746916116985,523.5971755624989,359.7353782515187,477.2504561047549,437.3075104155828,451.610635441684,,,702.0238500376365,577.4351828337051,699.2235243658233,623.7967355091772,,,955.0122752761696,383.9742255851272,890.4157262741821,430.3141893783797,689.502703541481,501.2930052499376,632.4969564100321,598.7330316841519,,,968.3702562943372,409.6427867237688
labeled-data,ai8,img008.png,839.6169527754118,295.7872888790034,1020.124968826758,204.4280674607249,754.0469828898958,334.77602462937693,647.2789541477936,366.5863600944365,571.9031747584564,439.9081688932343,503.52527564489566,523.0955786161367,388.3468600726121,523.2934193671026,356.060016221584,478.778207489141,431.3202892417136,450.0788383643567,,,694.045654296875,571.27001953125,704.5152682050996,630.3238245163965,,,969.4791885128,420.6860563141523,898.8254817689299,436.32371767669247,686.6744573086363,512.5280914024835,634.2142721127769,597.261587376373,,,955.5920986747606,404.9627826223816
labeled-data,ai8,img009.png,843.1600481297504,302.3110982972122,1011.573704881516,170.3874349074598,764.7086194045402,329.19588349689707,666.0752708479865,358.9602714435404,578.8924041786145,432.6696808131243,512.7735823623192,523.6185110187074,402.7394522213922,522.2757070118267,352.22285885456193,487.5449448046619,415.4534259060177,456.0709125631609,,,700.7457708926543,575.4740158586002,697.3436836900371,623.2076043555347,,,973.3581366043364,416.663983956124,872.4123360502002,441.63000487020633,688.2019109897578,509.1924526408217,631.5290688731179,599.2381241651449,,,,
labeled-data,ai8,img010.png,847.9782608718109,293.3629889191,1016.3919176235764,168.32248658943388,765.3969355105487,323.0010385428194,669.5168513780296,358.2719553375318,587.152197450718,432.6696808131243,519.6567434224055,520.865246594673,408.9342971754699,520.2107586938009,352.22285885456193,495.1164219707569,415.4534259060177,453.3176481391264,,,700.7457708926543,574.097383646583,693.9021031599939,623.2076043555348,,,967.1632916502584,422.170512804193,871.7240199441915,441.6300048702063,695.7733881558529,513.3223492768735,629.4641205550919,593.0432792110673,,,958.4861089823352,405.2443055319828
labeled-data,ai8,img013.png,853.7418741838185,255.60275373573887,1031.988345773899,146.68693284535084,778.3639148598488,305.32694899486955,670.4254268936502,357.6789994379526,596.4678755128243,432.1077632138474,530.5391294624501,519.3817373509185,422.9306943546335,529.8343434957292,345.55019653891367,502.7534578460038,415.0246124549384,455.4316004659404,,,698.8173077096495,572.1502180984825,689.0672161005541,625.5606902159373,,,968.4341339885362,419.3219089428218,882.7321788972893,417.4978909110888,700.5853037774289,511.48200985951473,633.1445828691194,591.3723427012357,,,958.8222364394198,407.1209072121494
labeled-data,ai8,img016.png,865.5739487998154,226.61779419373605,1044.519162713234,119.76165973068606,805.3238888148512,276.9924469839558,704.4596522729757,343.24788708417884,616.4120319463209,423.2425745870341,544.9666995640553,514.9549924431983,429.1353440706254,533.4831684772914,340.37388109039364,520.8890639518584,398.1590822074717,467.9091701023797,,,696.0441906160393,571.3822244692542,687.6858546020545,622.6942480425921,,,968.7899947590332,419.3776610693132,884.716225237777,414.6596634298151,719.5611491988846,502.41559535639226,635.4393087338708,583.7429141073035,,,960.3774251254496,405.0719371909323
