scorer,,,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
bodyparts,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,Rat_Tracking_Video_Generation_Request (3),img000.png,995.8242129369786,356.5297187601783,,,925.105615876496,326.268511226333,825.28680789913,312.4627326321052,701.6981919456215,403.9615830602614,649.483182975214,460.3634663094761,576.0096108308069,493.3639927540089,458.4082056377515,524.4121364810098,319.6959230977146,564.1396251870729,,,,,841.0598642819914,520.9436846022725,,,971.6933742716756,496.2120678842912,966.4121124186236,461.4887413879714,796.9743428530394,444.5294349599578,777.5393524476472,499.4723955886933,,,,
labeled-data,Rat_Tracking_Video_Generation_Request (3),img003.png,1004.883540365697,378.4024393813802,,,945.26951749852,346.66141659542046,832.7735379177365,310.7821893854766,717.7772119927101,373.7876338903857,646.6423501269092,462.600223833005,573.918920448549,501.29372785241486,429.9426789664048,529.6093769965671,320.4287074854129,565.4897736840369,,,,,834.8653153704477,522.720621091011,,,970.2198383765812,493.9748414471055,965.2945536486316,461.39596273150914,781.6328550075457,471.82553017878246,787.5626231907454,510.37463159988096,,,,
labeled-data,Rat_Tracking_Video_Generation_Request (3),img004.png,994.0664153874588,371.8912632742232,,,925.8171644210248,341.51135451175844,830.094739023504,314.15083356657533,721.9018565322742,388.9249264251911,640.3841949157645,461.9492034811437,563.3611171987095,504.72405328503385,419.4545906215639,529.294918417931,322.7667511538001,562.8799943022116,,,,,835.2540034170842,518.1457238061495,,,975.7845699949472,495.9936552616592,946.4650719919534,435.7315974005804,795.9224471259918,432.73388032004,784.9777226219823,493.2621246865943,,,852.3937718756736,577.5343900325022
labeled-data,Rat_Tracking_Video_Generation_Request (3),img013.png,975.8777236761262,369.9685725881999,1078.2714297370353,460.126189380401,911.2661233698084,353.96994947641286,828.0867419545948,305.08623577273704,723.5201208986382,371.3597713159592,650.723900729398,461.909870931626,565.3272728766444,500.2183816936155,435.7704690580746,520.5372073210981,319.71670947634755,561.8672709768597,,,,,828.0517955698937,513.9617767997551,,,971.2223207854606,496.7401291476469,942.0764361265497,461.44767937483584,797.6160984300799,431.7801972377482,792.1285464546404,514.8385478414426,,,,
labeled-data,Rat_Tracking_Video_Generation_Request (3),img015.png,978.4069650824456,365.6945961904059,,,928.32598197365,352.91753166719,829.2401404523382,304.23600699279376,719.859637855698,369.05156682430766,653.1081718966977,469.0635104313252,567.774268405419,496.1581632841984,458.25560112328446,515.625129964878,317.76049839809184,564.7594972642191,,,,,834.9176994303782,518.909114720888,,,972.2010243877668,497.0200353107393,952.0416779721364,441.14443368315096,810.7620092862787,407.50644202567815,779.6607820798433,498.4596870277673,,,,
labeled-data,Rat_Tracking_Video_Generation_Request (3),img017.png,974.2309067523148,358.029400041982,1073.0632640920471,479.2934513968224,894.8097039297571,321.64357982022943,820.2520256036755,294.06415534187033,707.3770032544976,367.5213229103407,644.3912699571902,471.4822362995982,554.7476542493757,504.61326684467616,430.35943723610217,521.8710668539981,315.60764793505035,566.0773648507386,,,,,848.2131338225424,521.8068743689967,,,965.3114067980284,497.47132681370704,935.247450353118,475.2514377583482,772.8778910696257,463.27814844458345,782.9652543271338,510.57744792535726,,,929.1308893276612,562.7960583151704
labeled-data,Rat_Tracking_Video_Generation_Request (3),img022.png,954.7750570394172,359.71910340316504,1084.5108846989726,498.9828124413567,885.8865946269042,326.8785356690818,807.836393171451,288.24729379207656,699.2131463426308,363.2837639101779,638.0853323145068,478.6632047365948,537.6622774756734,509.6818680117526,459.715568518378,516.4112723008736,319.76553905004704,562.5827509935535,,,,,829.8820777433003,519.9911997937726,,,959.2675364198848,499.13591751815056,904.708295472355,472.84060370463897,789.7493422267647,439.61585015146,781.1205604829901,505.2024195234402,,,,
labeled-data,Rat_Tracking_Video_Generation_Request (3),img025.png,978.4069650824456,365.6945961904059,1116.159991817836,511.2817468801426,928.32598197365,352.91753166719,811.2878262868403,294.36223420176987,719.859637855698,369.05156682430766,642.336783397399,469.9611261396,567.774268405419,496.1581632841984,458.25560112328446,515.625129964878,317.76049839809184,564.7594972642191,,,,,834.9176994303782,518.909114720888,,,972.2010243877668,497.0200353107393,952.0416779721364,441.14443368315096,810.7620092862787,407.50644202567815,779.6607820798433,498.4596870277673,,,,
